/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml,/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml=%Global,[no method name],1,102,TYP-004-001,TYPE,LOW1,"VARCHAR2型はサポートされていません。TEXT型に変更することで対処可能ですが、データは文字単位で扱われますので注意が必要です。","[no target value]"
/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml,/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml=%Global,[no method name],1,142,TYP-004-001,TYPE,LOW1,"VARCHAR2型はサポートされていません。TEXT型に変更することで対処可能ですが、データは文字単位で扱われますので注意が必要です。","[no target value]"
/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml,/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml=%Global,[no method name],1,182,TYP-004-001,TYPE,LOW1,"VARCHAR2型はサポートされていません。TEXT型に変更することで対処可能ですが、データは文字単位で扱われますので注意が必要です。","[no target value]"
/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml,/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml=%Global,[no method name],1,206,TYP-006-001,TYPE,LOW2,"NUMBER型はサポートされていません。NUMERIC型に変更することで対応可能ですが、位取りの値に、負数および、精度より大きい値は指定できませんので注意が必要です。 また、NUMERIC型は性能上問題となる場合がありますので、厳密に精度を求める必要がない場合はREAL型やINTEGER型など、他の型の利用を検討してください。","[no target value]"
/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml,/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml=%Global,[no method name],14,53,TYP-004-001,TYPE,LOW1,"VARCHAR2型はサポートされていません。TEXT型に変更することで対処可能ですが、データは文字単位で扱われますので注意が必要です。","[no target value]"
/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml,/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml=%Global,[no method name],14,106,TYP-004-001,TYPE,LOW1,"VARCHAR2型はサポートされていません。TEXT型に変更することで対処可能ですが、データは文字単位で扱われますので注意が必要です。","[no target value]"
/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml,/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml=%Global,[no method name],14,130,TYP-004-001,TYPE,LOW1,"VARCHAR2型はサポートされていません。TEXT型に変更することで対処可能ですが、データは文字単位で扱われますので注意が必要です。","[no target value]"
/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml,/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml=%Global,[no method name],14,154,TYP-004-001,TYPE,LOW1,"VARCHAR2型はサポートされていません。TEXT型に変更することで対処可能ですが、データは文字単位で扱われますので注意が必要です。","[no target value]"
/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml,/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml=%Global,[no method name],14,178,TYP-004-001,TYPE,LOW1,"VARCHAR2型はサポートされていません。TEXT型に変更することで対処可能ですが、データは文字単位で扱われますので注意が必要です。","[no target value]"
/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml,/home/postgres/b4/xml/schema/org.postgresql.jdbc.driver.PostgreSQLDriver/000054.xml=%Global,[no method name],14,201,TYP-004-001,TYPE,LOW1,"VARCHAR2型はサポートされていません。TEXT型に変更することで対処可能ですが、データは文字単位で扱われますので注意が必要です。","[no target value]"
